Name,DOB,Country,Matches,PlayerID,Overs,Average,Wickets,Economy,Strike Rate,Top,Middle,Bottom
Mushfiqur Rahim,01/09/1988,Bangladesh,48,3279,-1,32.32,-1,-1,-1,-1,-1,-1
Mushfiqur Rahman,01/01/1980,Bangladesh,10,2793,227.3,63.31,0,3.62,105,7.7,30.8,61.5
Mushtaq Ahmed,28/06/1970,Pakistan,52,18,2087.4,32.97,3,2.92,67.71,33,43.2,23.8
Mustafizur Rahman,06/09/1995,Bangladesh,2,4414,22.4,14.5,0,2.56,34,0,100,0
"Mutendera, David T",25/01/1979,Zimbabwe,1,2230,14,-1,0,2.07,-1,-1,-1,-1
"Mutizwa, Forster",24/08/1985,Zimbabwe,1,3639,-1,12,-1,-1,-1,-1,-1,-1
"Mutumbami, Richmond",11/06/1989,Zimbabwe,6,4019,-1,19.73,-1,-1,-1,-1,-1,-1
"Mwayenga, Waddington",20/06/1984,Zimbabwe,1,3061,21,79,0,3.76,126,0,100,0
Nadeem Abbasi,15/04/1964,Pakistan,3,4,-1,23,-1,-1,-1,-1,-1,-1
Nadeem Ghauri,12/10/1962,Pakistan,1,600,8,-1,0,2.5,-1,-1,-1,-1
Nadeem Khan,10/12/1969,Pakistan,2,932,72,115,0,3.19,216,50,50,0
Naeem Islam,31/12/1986,Bangladesh,8,3616,95.4,303,0,3.17,574,0,100,0
Nafis Iqbal,31/10/1985,Bangladesh,11,3144,-1,22.5,-1,-1,-1,-1,-1,-1
"Nagamootoo, Mahendra V",09/10/1975,West Indies,5,2229,249,53.08,0,2.56,124.5,33.3,41.7,25
Naimuir Rahman,19/09/1974,Bangladesh,8,2232,220.1,59.83,0,3.26,110.08,33.3,41.7,25
"Narine, Sunil P",26/05/1988,West Indies,6,3922,275,40.52,0,3.09,78.57,28.6,19,52.4
"Nash, Brendan P",14/12/1977,West Indies,21,3610,82,123.5,0,3.01,246,0,50,50
"Nash, Dion J",20/11/1971,New Zealand,32,1251,1032.4,28.48,1,2.57,66.62,41.9,39.8,18.3
Nasir Hossain,30/11/1991,Bangladesh,17,3878,143.3,51.63,0,2.88,107.63,37.5,50,12.5
Nasir Jamshed,06/12/1989,Pakistan,2,3521,-1,12.75,-1,-1,-1,-1,-1,-1
Naved Anjum,27/07/1963,Pakistan,2,77,57,40.5,0,2.84,85.5,50,25,25
Naved Ashraf,04/09/1974,Pakistan,2,2156,-1,21.33,-1,-1,-1,-1,-1,-1
Naved Latif,21/02/1976,Pakistan,1,2994,-1,10,-1,-1,-1,-1,-1,-1
Naved-ul-Hasan,28/02/1978,Pakistan,9,3102,260.5,58,0,4,86.94,44.4,27.8,27.8
"Nawaz, Mohamed N",20/09/1973,Sri Lanka,1,2801,-1,99,-1,-1,-1,-1,-1,-1
Nazimuddin,01/10/1985,Bangladesh,3,3538,-1,20.83,-1,-1,-1,-1,-1,-1
Nazmul Hossain,05/10/1987,Bangladesh,2,3225,54.5,38.8,0,3.54,65.8,80,0,20
"Ncube, Njabulo",14/10/1989,Zimbabwe,1,3919,35,121,0,3.46,210,0,100,0
"Neesham, James D S",17/09/1990,New Zealand,9,3986,129.5,39.33,0,3.64,64.92,16.7,41.7,41.7
"Nehra, Ashish",29/04/1979,India,17,2168,574.3,42.41,0,3.25,78.34,36.4,40.9,22.7
"Nel, Andre",15/07/1977,South Africa,36,2970,1271.4,31.86,1,3.08,62.03,29.3,39.8,30.9
"Nevill, Peter M",13/10/1985,Australia,9,4458,-1,27.3,-1,-1,-1,-1,-1,-1
"Newport, Philip J",11/10/1962,England,3,1266,111.3,41.7,0,3.74,66.9,20,60,20
"Ngam, Mfuneko",29/01/1979,South Africa,3,2253,65.2,17.18,0,2.89,35.64,54.5,18.2,27.3
"Nicholson, Matthew J",02/10/1974,Australia,1,2161,25,28.75,0,4.6,37.5,0,75,25
"Nicol, Robert J",28/05/1983,New Zealand,2,3784,2.5,-1,0,4.59,-1,-1,-1,-1
"Nissanka, Ratnayake A P",25/10/1980,Sri Lanka,4,2993,97.5,36.6,0,3.74,58.7,50,30,20
"Nkala, Mluleki L",01/04/1981,Zimbabwe,10,2222,242,66.09,0,3,132,54.5,36.4,9.1
"North, Marcus J",28/07/1979,Australia,21,3648,209.4,42.21,0,2.82,89.86,28.6,42.9,28.6
"Ntini, Makhaya",06/07/1977,South Africa,101,2137,3472.2,28.83,4,3.24,53.42,38.2,38.2,23.6
"Nyumbu, John",31/05/1985,Zimbabwe,2,4318,69.3,50,0,3.6,83.4,40,40,20
"O'Brien, Iain E",10/07/1976,New Zealand,22,3274,732.2,33.27,0,3.32,60.19,30.1,43.8,26
"O'Connor, Shayne B",15/11/1973,New Zealand,19,2110,611.1,32.53,0,2.82,69.19,43.4,30.2,26.4
"O'Donnell, Simon P",26/01/1963,Australia,6,1288,156.4,84,0,3.22,156.67,50,33.3,16.7
"Ojha, Naman V",20/07/1983,India,1,3789,-1,28,-1,-1,-1,-1,-1,-1
"Ojha, Pragyan P",05/09/1986,India,24,3574,1272.1,30.27,1,2.69,67.55,34.5,41.6,23.9
"O'Keefe, Stephen N J",09/12/1984,Australia,1,3811,57,54.75,0,3.84,85.5,50,25,25
"Olonga, Henry K",03/07/1976,Zimbabwe,30,2019,750.2,38.53,0,3.49,66.21,39.7,35.3,25
"Omarshah, Ali H",07/08/1959,Zimbabwe,3,1558,31,125,0,4.03,186,100,0,0
"Onions, Graham",09/09/1982,England,9,3676,267.4,29.91,0,3.58,50.19,40.6,25,34.4
"Ontong, Justin L",04/01/1980,South Africa,2,2969,30.5,133,0,4.31,185,0,0,100
"Oram, Jacob D P",28/07/1978,New Zealand,33,2811,826.2,32.92,0,2.39,82.63,30,40,30
"Ormond, James",20/08/1977,England,2,2981,62,92.5,0,2.98,186,50,50,0
"Owens, Michael B",11/11/1969,New Zealand,8,1304,179,34.41,0,3.27,63.18,23.5,58.8,17.6
"Pagon, Donovan J",13/09/1982,West Indies,2,3275,-1,12.33,-1,-1,-1,-1,-1,-1
"Paine, Timothy D",08/12/1984,Australia,4,3725,-1,35.88,-1,-1,-1,-1,-1,-1
"Pandit, Chandrakant S",30/09/1961,India,5,1319,-1,24.43,-1,-1,-1,-1,-1,-1
"Panesar, Mudhsuden S",25/04/1982,England,50,3350,2079.1,34.71,2,2.79,74.7,23.4,44.9,31.7
Pankaj Singh,06/05/1985,India,2,3790,75,146,0,3.89,225,0,50,50
"Panyangara, Tinashe",21/10/1985,Zimbabwe,9,3168,314.5,26.23,0,2.58,60.94,45.2,25.8,29
"Papps, Michael H W",02/07/1979,New Zealand,8,3161,-1,16.4,-1,-1,-1,-1,-1,-1
"Paranavitana, N Tharanga",15/04/1982,Sri Lanka,32,3646,17,86,0,5.06,102,100,0,0
"Parchment, Brenton A",24/06/1982,West Indies,2,3515,-1,13.75,-1,-1,-1,-1,-1,-1
"Parkar, Ghulam A",24/10/1955,India,1,1322,-1,3.5,-1,-1,-1,-1,-1,-1
"Parker, Paul W G",15/01/1956,England,1,1328,-1,6.5,-1,-1,-1,-1,-1,-1
"Parnell, Wayne D",30/07/1989,South Africa,4,3642,59.3,36.86,0,4.34,51,42.9,42.9,14.3
"Parore, Adam C",23/01/1971,New Zealand,78,1334,-1,26.28,-1,-1,-1,-1,-1,-1
"Pascal, Nelon T",25/04/1987,West Indies,2,3716,17,-1,0,3.47,-1,-1,-1,-1
"Patel, Dipak N",25/10/1958,New Zealand,37,1344,1099,42.05,0,2.87,87.92,33.3,38.7,28
"Patel, Jeetan S",07/05/1980,New Zealand,19,3321,787.1,48.46,0,3.2,90.83,34.6,42.3,23.1
"Patel, Minal M",07/07/1970,England,2,2058,46,180,0,3.91,276,0,100,0
"Patel, Munaf M",12/07/1983,India,13,3352,443,38.54,0,3.05,75.94,25.7,45.7,28.6
"Patel, Pathiv A",09/03/1985,India,20,3035,-1,29.7,-1,-1,-1,-1,-1,-1
"Patel, Rashid G M",01/06/1964,India,1,1346,14,-1,0,3.64,-1,-1,-1,-1
"Patel, Samit R",30/11/1984,England,6,3605,143,60.14,0,2.94,122.57,0,42.9,57.1
"Pathan, Irfan K",27/10/1984,India,29,3156,980.4,32.26,2,3.29,58.84,47,34,19
"Patil, Sandeep M",18/08/1956,India,29,1349,107.3,26.67,0,2.23,71.67,44.4,33.3,22.2
"Patterson, Balfour P",15/09/1961,West Indies,28,1350,804.5,30.9,0,3.57,51.92,35.5,30.1,34.4
"Pattinson, Darren J",02/08/1978,England,1,3598,30.1,48,0,3.18,90.5,50,50,0
"Pattinson, James L",03/05/1990,Australia,15,3854,487.3,25.76,0,3.28,47.18,41.9,41.9,16.1
"Payne, Thelston R O",13/02/1957,West Indies,1,1351,-1,5,-1,-1,-1,-1,-1,-1
"Peall, Stephen G",02/09/1970,Zimbabwe,4,1984,148,75.75,0,2.05,222,50,25,25
"Perera, M D Kusal J",17/08/1990,Sri Lanka,3,3994,-1,33.8,-1,-1,-1,-1,-1,-1
"Perera, M Dilruwan K",22/07/1982,Sri Lanka,9,3501,428.4,29.57,0,3.03,58.45,22.7,47.7,29.5
"Perera, N L Thissara C",03/04/1989,Sri Lanka,6,3747,159,59.36,0,4.11,86.73,54.5,36.4,9.1
"Perera, Panagodage D R L",27/10/1976,Sri Lanka,8,2169,188.2,38.88,0,3.51,66.47,47.1,41.2,11.8
"Perera, Suresh A",16/02/1978,Sri Lanka,3,2149,68,180,0,2.65,408,0,100,0
"Permaul, Veerasammy",11/08/1989,West Indies,6,3976,228.3,43.78,0,3.45,76.17,16.7,61.1,22.2
"Perry, Nehemiah O",16/06/1968,West Indies,4,2178,134,44.6,0,3.33,80.4,30,50,20
"Peters, Kenroy K",24/02/1982,West Indies,1,4371,20,34.5,0,3.45,60,50,50,0
"Petersen, Alviro N",25/11/1980,South Africa,36,3437,19,62,0,3.26,114,0,0,100
"Peterson, Robin J",04/08/1979,South Africa,15,3049,419.1,37.26,0,3.38,66.18,28.9,31.6,39.5
"Philander, Vernon D",24/06/1985,South Africa,32,3476,1010.5,22.09,2,2.75,48.13,38.1,38.1,23.8
"Phillips, Omar",12/10/1986,West Indies,2,3711,-1,40,-1,-1,-1,-1,-1,-1
"Phillips, Wayne B",01/03/1958,Australia,27,1366,-1,32.28,-1,-1,-1,-1,-1,-1
"Phillips, Wayne N",07/11/1962,Australia,1,1367,-1,11,-1,-1,-1,-1,-1,-1
"Piedt, Dane L",06/03/1990,South Africa,3,4317,157,29.89,0,3.43,52.33,44.4,44.4,11.1
"Pietersen, Kevin P",27/06/1980,England,104,3238,218.3,88.6,0,4.05,131.1,30,40,30
"Pigott, Anthony C S",04/06/1958,England,1,1370,17,37.5,0,4.41,51,50,50,0
"Plunkett, Liam E",06/04/1985,England,13,3331,443.1,37.46,0,3.47,64.85,36.6,41.5,22
"Pocock, Blair A",18/06/1971,New Zealand,15,1377,4,-1,0,5,-1,-1,-1,-1
"Pollock, Shaun M",16/07/1973,South Africa,108,2039,4058.5,23.12,1,2.4,57.85,35.6,34.9,29.5
"Ponting, Ricky T",19/12/1974,Australia,168,2041,97.5,55.2,0,2.82,117.4,40,40,20
"Powar, Ramesh R",20/05/1978,India,2,3164,42,19.67,0,2.81,42,16.7,66.7,16.7
"Powell, Daren B",15/04/1978,West Indies,37,3022,1179.3,47.86,0,3.45,83.26,42.4,28.2,29.4
"Powell, Kieran O A",06/03/1990,West Indies,21,3720,-1,27.49,-1,-1,-1,-1,-1,-1
"Powell, Ricardo L",16/12/1978,West Indies,2,2203,13,-1,0,3.77,-1,-1,-1,-1
"Prabhakar, Manoj M",15/04/1963,India,39,1392,1245.5,37.3,0,2.87,77.86,47.9,24,28.1
"Pradeep, A Nuwan",19/10/1986,Sri Lanka,17,3914,530.3,46.5,0,3.68,75.79,42.9,35.7,21.4
"Prasad, Kariyawasam T G D",30/05/1983,Sri Lanka,25,3341,721.1,35.97,0,3.74,57.69,52,34.7,13.3
"Prasad, Mannava S K",24/04/1975,India,6,2187,-1,11.78,-1,-1,-1,-1,-1,-1
"Prasanna, Seekkuge",27/06/1985,Sri Lanka,1,3881,23,-1,0,3.48,-1,-1,-1,-1
"Pretorius, Dewald",06/12/1977,South Africa,4,3015,95,71.67,0,4.53,95,33.3,66.7,0
"Price, Raymond W",12/06/1976,Zimbabwe,22,2201,1022.3,36.06,1,2.82,76.69,25,48.8,26.3
"Priest, Mark W",12/08/1961,New Zealand,3,1397,62.5,52.67,0,2.51,125.67,33.3,66.7,0
"Prince, Ashwell G",28/05/1977,South Africa,66,3013,16,47,0,2.94,96,100,0,0
"Pringle, Christopher",26/01/1968,New Zealand,14,1399,497.3,46.3,1,2.79,99.5,36.7,46.7,16.7
"Pringle, Derek R",18/09/1958,England,30,1400,881.1,35.97,0,2.86,75.53,21.4,40,38.6
"Pringle, Meyrick W",22/06/1966,South Africa,4,1401,108.4,54,0,2.48,130.4,40,40,20
"Prior, Matthew J",26/02/1982,England,79,3239,-1,40.19,-1,-1,-1,-1,-1,-1
"Pujara, Cheteshwar A",25/01/1988,India,32,3826,1,-1,0,2,-1,-1,-1,-1
"Pushpakumara, Karuppiahyage R",21/07/1975,Sri Lanka,23,1998,632,38.66,0,3.55,65.38,37.9,36.2,25.9
"Pycroft, Andrew J",06/06/1956,Zimbabwe,3,1407,-1,30.4,-1,-1,-1,-1,-1,-1
Qaiser Abbas,07/05/1982,Pakistan,1,2246,16,-1,0,2.19,-1,-1,-1,-1
Qasim Omar,09/02/1957,Pakistan,26,1301,1,-1,0,0,-1,-1,-1,-1
"Quiney, Robert J",20/08/1982,Australia,2,3974,25,-1,0,1.16,-1,-1,-1,-1
"Rabada, Kagiso",25/05/1995,South Africa,3,4339,49,55.5,0,2.27,147,0,50,50
"Rackeman, Carl G",03/06/1960,Australia,12,1413,453.1,29.15,1,2.51,69.72,28.2,43.6,28.2
"Radford, Neal V",07/06/1957,England,3,1414,113,87.75,0,3.11,169.5,50,50,0
Rafiqul Islam,07/11/1977,Bangladesh,1,3051,-1,3.5,-1,-1,-1,-1,-1,-1
"Ragoonath, Suruj",22/03/1968,West Indies,2,2171,-1,4.33,-1,-1,-1,-1,-1,-1
"Rahane, Ajinkya M",05/06/1988,India,22,3889,-1,44.97,-1,-1,-1,-1,-1,-1
Rahat Ali,12/09/1988,Pakistan,14,3955,470.4,36.25,0,3.08,70.6,40,37.5,22.5
"Rahul, K Lokesh",18/04/1992,India,5,4368,-1,25.6,-1,-1,-1,-1,-1,-1
"Raina, Suresh K",27/11/1986,India,18,3287,173.3,46.38,0,3.48,80.08,15.4,46.2,38.5
Rajin Saleh,20/11/1983,Bangladesh,24,3131,73,134,0,3.67,219,50,50,0
"Rajput, Lalchand S",18/12/1961,India,2,1421,-1,26.25,-1,-1,-1,-1,-1,-1
"Raman, Woorkeri V",23/05/1965,India,11,1424,58,64.5,0,2.22,174,0,50,50
"Ramanayake, Champaka P H",08/01/1965,Sri Lanka,18,1425,609,42.73,0,3.09,83.05,47.7,34.1,18.2
"Ramdass, Ryan",03/07/1983,West Indies,1,3286,-1,13,-1,-1,-1,-1,-1,-1
"Ramdin, Denesh",13/10/1985,West Indies,73,3285,-1,25.55,-1,-1,-1,-1,-1,-1
"Ramesh, Sadagopan",13/10/1975,India,19,2166,9,-1,0,4.78,-1,-1,-1,-1
Ramiz Raja,14/08/1962,Pakistan,57,1418,-1,31.83,-1,-1,-1,-1,-1,-1
"Ramnarine, Dinanath",04/06/1975,West Indies,12,2131,582.3,30.73,0,2.37,77.67,20,55.6,24.4
"Rampaul, Ravindranath",15/10/1984,West Indies,18,3149,573.2,34.8,0,2.97,70.2,51,30.6,18.4
"Ramprakash, Mark R",05/09/1969,England,52,1429,149.1,119.25,0,3.2,223.75,50,50,0
"Ranasinghe, Anura N",13/10/1956,Sri Lanka,2,1432,19,69,0,3.63,114,0,100,0
"Ranatunga, Arjuna",01/12/1963,Sri Lanka,93,1433,395.3,65,0,2.63,148.31,31.3,56.3,12.5
"Ranatunga, Dammika",12/10/1962,Sri Lanka,2,1434,-1,29,-1,-1,-1,-1,-1,-1
"Ranatunga, Sanjeeva",25/04/1969,Sri Lanka,9,1999,-1,33.19,-1,-1,-1,-1,-1,-1
"Ranchod, Ujesh",17/05/1969,Zimbabwe,1,1435,12,45,0,3.75,72,0,100,0
"Randiv, Suraj",30/01/1985,Sri Lanka,12,3746,524.2,37.51,0,3.08,73.16,32.6,23.3,44.2
Ranjan Das,14/07/1982,Bangladesh,1,2242,22,72,0,3.27,132,100,0,0
"Rankin, William B",05/07/1984,England,1,3459,20.5,81,0,3.89,125,0,0,100
Raqibul Hasan Jnr,08/10/1987,Bangladesh,9,3537,7,17,0,2.43,42,0,100,0
"Rashid, Adil U",17/02/1988,England,3,3696,136.5,69.5,0,4.06,102.63,0,50,50
Rashid Khan,15/12/1959,Pakistan,4,933,123,45,0,2.93,92.25,50,50,0
Rashid Latif,14/10/1968,Pakistan,37,986,2,-1,0,5,-1,-1,-1,-1
"Rathore, Vikram S",26/03/1969,India,6,2052,-1,13.1,-1,-1,-1,-1,-1,-1
"Ratnayake, Rumesh J",02/01/1964,Sri Lanka,23,1443,826.5,34.64,0,3.1,67.04,37.8,29.7,32.4
"Ratnayeke, Joseph R",02/05/1960,Sri Lanka,22,1444,638.5,35.85,0,3.09,69.69,30.9,49.1,20
"Ratra, Ajay",13/12/1981,India,6,3009,1,-1,0,1,-1,-1,-1,-1
"Razdan, Vivek",25/08/1969,India,2,1446,40,28.2,0,3.53,48,40,20,40
"Read, Christopher M W",10/08/1978,England,15,2182,-1,18.95,-1,-1,-1,-1,-1,-1
"Redmond, Aaron J",23/09/1979,New Zealand,8,3547,17.3,26.67,0,4.57,35,0,33.3,66.7
"Reeve, Dermot A",02/04/1963,England,3,1454,24.5,30,0,2.42,74.5,0,50,50
"Reid, Bruce A",14/03/1963,Australia,27,1457,1040.4,24.64,2,2.68,55.26,39.8,36.3,23.9
"Reid, John F",03/03/1956,New Zealand,19,1458,3,-1,0,2.33,-1,-1,-1,-1
"Reifer, Floyd L",23/07/1972,West Indies,6,2100,-1,9.25,-1,-1,-1,-1,-1,-1
"Reiffel, Paul R",19/04/1966,Australia,35,1461,1067.1,26.96,0,2.63,61.57,44.2,32.7,23.1
"Rennie, Gavin J",12/01/1976,Zimbabwe,23,2111,21,84,0,4,126,100,0,0
"Rennie, John A",20/07/1970,Zimbabwe,4,1985,120.4,97.67,0,2.43,241.33,66.7,0,33.3
"Rhodes, Jonathan N",26/07/1969,South Africa,52,1465,2,-1,0,2.5,-1,-1,-1,-1
"Rhodes, Steven John",17/06/1964,England,11,1989,-1,24.5,-1,-1,-1,-1,-1,-1
Riaz Afridi,21/01/1985,Pakistan,1,3232,31,43.5,0,2.81,93,50,50,0
"Richards, Clifton J",10/08/1958,England,8,1469,-1,21.92,-1,-1,-1,-1,-1,-1
"Richards, Dale M",16/07/1976,West Indies,3,3712,-1,20.83,-1,-1,-1,-1,-1,-1
"Richardson, David J",16/09/1959,South Africa,42,1473,-1,24.27,-1,-1,-1,-1,-1,-1
"Richardson, Mark H",11/06/1971,New Zealand,38,2231,11,21,0,1.91,66,0,100,0
"Richardson, Richard B",12/01/1962,West Indies,86,1476,11,-1,0,1.64,-1,-1,-1,-1
"Ritchie, Gregory M",23/01/1960,Australia,30,1484,1,-1,0,10,-1,-1,-1,-1
Rizwan-Uz-Zaman,04/09/1962,Pakistan,11,1800,22,11.5,0,2.09,33,0,25,75
"Roach, Kemar A J",30/06/1988,West Indies,36,3611,1125.5,30,1,3.25,55.37,41,28.7,30.3
"Roberts, Lincoln A",04/09/1974,West Indies,1,2179,-1,0,-1,-1,-1,-1,-1,-1
"Robertson, Gary K",15/07/1960,New Zealand,1,1491,24,91,0,3.79,144,0,100,0
"Robertson, Gavin R",28/05/1966,Australia,4,2132,149.4,39.62,0,3.44,69.08,23.1,38.5,38.5
"Robinson, Robert T",21/11/1958,England,29,1498,1,-1,0,0,-1,-1,-1,-1
Robiul Islam,20/10/1986,Bangladesh,9,3785,310,39.68,0,3.2,74.4,48,40,12
"Robson, Sam D",01/07/1989,England,7,4309,-1,30.55,-1,-1,-1,-1,-1,-1
"Rogers, Barney G",20/08/1982,Zimbabwe,4,3058,3,-1,0,5.67,-1,-1,-1,-1
"Rogers, Christopher J L",31/08/1977,Australia,25,3519,-1,42.87,-1,-1,-1,-1,-1,-1
"Ronchi, Luke",23/04/1981,New Zealand,1,3573,-1,59.5,-1,-1,-1,-1,-1,-1
"Root, Joseph E",30/12/1990,England,36,3981,182.3,45.58,0,3,91.25,41.7,41.7,16.7
"Rose, Franklyn A",02/02/1972,West Indies,19,2092,520.4,30.83,0,3.14,58.94,32.1,41.5,26.4
"Roy, Pranab",10/02/1957,India,2,1512,-1,35.5,-1,-1,-1,-1,-1,-1
Rubel Hossain,01/01/1990,Bangladesh,23,3635,622,75.91,0,3.91,116.63,43.8,40.6,15.6
"Rudolph, Jacobus A",04/05/1981,South Africa,48,3109,110.4,108,0,3.9,166,50,50,0
"Rushmere, Mark W",07/01/1965,South Africa,1,1515,-1,3,-1,-1,-1,-1,-1,-1
"Russell, Andre D",29/04/1988,West Indies,1,3836,23,104,0,4.52,138,100,0,0
"Russell, Robert C",15/08/1963,England,54,1517,-1,27.1,-1,-1,-1,-1,-1,-1
"Rutherford, Hamish D",27/04/1989,New Zealand,16,3999,1,-1,0,2,-1,-1,-1,-1
"Rutherford, Kenneth R",26/10/1965,New Zealand,56,1520,42.4,161,0,3.77,256,0,100,0
"Ryder, Jesse D",06/08/1984,New Zealand,18,3532,82,56,0,3.41,98.4,40,40,20
Saeed Ajmal,14/10/1977,Pakistan,35,3591,1932.4,28.11,4,2.59,65.15,22.5,43.3,34.3
Saeed Anwar,06/09/1968,Pakistan,55,81,8,-1,0,2.88,-1,-1,-1,-1
"Saggers, Martin J",23/05/1972,England,3,3140,82.1,35.29,0,3.01,70.43,28.6,57.1,14.3
"Saha, Wriddhiman P",24/10/1984,India,11,3759,-1,21.59,-1,-1,-1,-1,-1,-1
Sajidul Islam,18/01/1988,Bangladesh,3,3518,55,77.33,0,4.22,110,66.7,33.3,0
Saleem Elahi,21/11/1976,Pakistan,13,2031,-1,18.96,-1,-1,-1,-1,-1,-1
Saleem Malik,16/04/1963,Pakistan,103,1070,122.2,82.8,0,3.38,146.8,20,20,60
Saleem Yousuf,07/12/1959,Pakistan,32,1960,-1,27.05,-1,-1,-1,-1,-1,-1
Salim Jaffer,19/11/1962,Pakistan,14,855,421.5,31.64,0,2.7,70.31,36.1,52.8,11.1
"Salisbury, Ian D K",21/01/1970,England,15,1526,415.2,76.95,0,3.71,124.6,25,55,20
Salman Butt,07/10/1984,Pakistan,33,3132,22.5,106,0,4.64,137,0,100,0
"Samarasekera, Maitipage A R",04/08/1961,Sri Lanka,4,1527,32,34.67,0,3.25,64,66.7,0,33.3
"Samaraweera, Dulip P",12/02/1972,Sri Lanka,7,1981,-1,15.07,-1,-1,-1,-1,-1,-1
"Samaraweera, Thilan T",22/09/1976,Sri Lanka,81,2858,221.1,45.93,0,3.12,88.47,26.7,46.7,26.7
Sami Aslam,12/12/1995,Pakistan,2,4413,-1,15.67,-1,-1,-1,-1,-1,-1
"Sammy, Darren J G",20/12/1983,West Indies,38,3228,1035.5,35.8,0,2.9,73.99,42.9,34.5,22.6
"Samuels, Marlon N",05/01/1981,West Indies,63,2255,732,59.63,0,3.34,107.12,29.3,31.7,39
"Samuels, Robert G",13/03/1971,West Indies,6,2050,-1,37.2,-1,-1,-1,-1,-1,-1
"Sandhu, Balwinder S",03/08/1956,India,8,1530,170,55.7,0,3.28,102,70,20,10
"Sanford, Adam",12/07/1976,West Indies,11,3019,369.3,43.87,0,3.56,73.9,36.7,30,33.3
"Sangakkara, Kumar C",27/10/1977,Sri Lanka,134,2226,14,-1,0,3.5,-1,-1,-1,-1
"Sanghvi, Rahul L",03/09/1974,India,1,2259,12.2,39,0,6.32,37,0,50,50
"Santner, Mitchell J",05/02/1992,New Zealand,3,4429,68.1,31,0,2.73,68.17,16.7,33.3,50
Sanwar Hossain,05/08/1973,Bangladesh,9,2861,74,62,0,4.19,88.8,80,20,0
Saqlain Mushtaq,27/11/1976,Pakistan,49,2032,2345,29.84,3,2.65,67.64,28.4,37,34.6
Sarandeep Singh,21/10/1979,India,3,2251,113,34,0,3.01,67.8,50,40,10
Sarfraz Ahmed,22/05/1987,Pakistan,21,3513,-1,46.29,-1,-1,-1,-1,-1,-1
"Sarwan, Ramnaresh R",23/06/1980,West Indies,87,2220,337,50.57,0,3.45,87.91,17.4,60.9,21.7
"Schofield, Christopher P",06/10/1978,England,2,2221,18,-1,0,4.06,-1,-1,-1,-1
"Schultz, Brett N",26/08/1970,South Africa,9,1536,288.5,20.24,0,2.59,46.84,27,48.6,24.3
"Sehwag, Virender",20/10/1978,India,104,2878,621.5,47.35,0,3.05,93.28,27.5,45,27.5
"Sekar, Thirumalai A P",28/03/1956,India,2,1548,34,-1,0,3.79,-1,-1,-1,-1
"Senanayake, Charith P",15/12/1962,Sri Lanka,3,1553,-1,19.4,-1,-1,-1,-1,-1,-1
"Senanayake, S M Sachithra M",09/02/1985,Sri Lanka,1,3928,23,-1,0,4.17,-1,-1,-1,-1
"Sewell, David G",20/10/1977,New Zealand,1,2112,23,-1,0,3.91,-1,-1,-1,-1
Shabbir Ahmed,21/04/1976,Pakistan,10,2866,429.2,23.04,0,2.74,50.51,27.5,27.5,45.1
Shadab Kabir,12/11/1977,Pakistan,5,2062,1,-1,0,9,-1,-1,-1,-1
Shafiul Islam,06/10/1989,Bangladesh,8,3748,233,50.53,0,3.25,93.2,53.3,20,26.7
"Shah, Owais A",22/10/1978,England,6,2974,5,-1,0,6.2,-1,-1,-1,-1
Shahadat Hossain,07/08/1988,Bangladesh,38,3280,896.4,51.82,0,4.16,74.72,41.7,33.3,25
Shahid Afridi,01/03/1980,Pakistan,27,2152,532.2,35.6,0,3.21,66.54,8.3,47.9,43.8
Shahid Mahboob,25/08/1962,Pakistan,1,1058,49,65.5,0,2.67,147,0,100,0
Shahid Nazir,04/12/1977,Pakistan,15,2069,372.2,35.33,0,3.42,62.06,30.6,50,19.4
Shahid Saeed,06/01/1966,Pakistan,1,1522,15,-1,0,2.87,-1,-1,-1,-1
Shahriar Hossain,01/06/1976,Bangladesh,3,2233,-1,19.8,-1,-1,-1,-1,-1,-1
Shahriar Nafees,25/01/1986,Bangladesh,24,3283,1,-1,0,9,-1,-1,-1,-1
Shakeel Ahmed,12/11/1971,Pakistan,3,22,-1,14.8,-1,-1,-1,-1,-1,-1
Shakeel Ahmed,12/02/1966,Pakistan,1,2151,54.1,34.75,0,2.57,81.25,0,50,50
